Código AMIE|Nombre de la Institución Educativa|Código División Política Administrativa Provincia|Provincia|Código División Política Administrativa  Cantón|Cantón|Código División Política Administrativa  Parroquia|Parroquia|Código de Distrito|Sostenimiento|Tipo de Educación|Modalidad|Jornada|Acceso (terrestre/ aéreo/fluvial)|Número de estudiantes|Número de docentes
07H00408|BATALLON CAYAMBE NÚMERO 3|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|163|13
07H00419|CORAZON DE JESUS|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Particular|Educación regular|Presencial|Vespertina|Terrestre|33|11
07H00404|ONCE DE NOVIEMBRE|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|325|19
07H00412|ASAAD BUCARAM|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Nocturna|Terrestre|118|20
07H01432|BIMOT 1  CONSTITUCIÓN|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|18|1
07H01291|KLEBER TINOCO PINEDA|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación Especial|Presencial y Semipresencial|Matutina y Vespertina|Terrestre|66|9
07H01305|LAS BRISAS|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|96|4
07H01306|CENTRO DE FORMACION ARTESANAL ARENILLAS|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|301|17
07H01309|25 DE DICIEMBRE|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|54|3
07H00397|AMAZONAS|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|121|5
07H00400|CIUDAD DE ARENILLAS|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|465|15
07H00401|ALBERT EINSTEIN|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Particular|Educación regular|Presencial|Matutina|Terrestre|138|14
07H00403|SANTO TOMAS DE AQUINO|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Particular|Educación regular|Presencial|Matutina y Vespertina|Terrestre|229|20
07H00409|9 DE OCTUBRE|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|23|2
07H00411|ARENILLAS|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina y Nocturna|Terrestre|1396|55
07H00413|BATALLON DE INFANTERIA N 38 AMBATO|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|21|1
07H00415|18 DE NOVIEMBRE|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|158|11
07H00416|JUAN MONTALVO|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|407|20
07H00417|CIUDAD DE QUITO|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|336|18
07H00418|ARISTIDES CORDOVA VILLACIS|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|41|5
07H00420|UNION Y  PROGRESO|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
07H00422|CRNL FELIX HUMBERTO PINEDA CORREA|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|109|6
07H00428|MONS LEONIDAS PROAÑO VILLALBA|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|151|6
07H00431|NAPOLEON PALADINES CARREÑO|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|45|5
07H00432|MAYOR HECTOR ESPINOZA|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|47|5
07H00436|CONSTITUCION|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|141|8
07H00437|ING. RAFAEL GUERRERO|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|12|2
07H00410|DR CAMILO GALLEGOS DOMINGUEZ|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina y Vespertina|Terrestre|613|30
07H01424|TAHUIN CHICO|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|11|1
07H00445|5 DE JUNIO|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|14|2
07H00440|RUMIÑAHUI|07|EL ORO|0702|ARENILLAS|070251|CHACRAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|120|12
07H00441|SOLDADO JOSE DIAZ|07|EL ORO|0702|ARENILLAS|070251|CHACRAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|187|10
07H00442|SIMON BOLIVAR|07|EL ORO|0702|ARENILLAS|070251|CHACRAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|46|3
07H00456|JOSE MARIA MEJIA LEQUERICA|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|315|18
07H00458|MAYOR GALO MOLINA|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|63|4
07H00462|MAYOR  MANUEL ANTONIO ROSERO|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|46|3
07H00464|ZOILA ESPERANZA CRESPO|07|EL ORO|0702|ARENILLAS|070255|CARCABON|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|29|4
07H00466|JESUS MARIA YEPEZ|07|EL ORO|0702|ARENILLAS|070255|CARCABON|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|48|5
07H00467|TENIENTE HUGO ORTIZ|07|EL ORO|0702|ARENILLAS|070255|CARCABON|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|11|1
07H00430|VICENTE ROCAFUERTE|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|14|1
07H00446|PROF  ROBERTO CORREA SANCHEZ|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|1
07H00447|CORDILLERA DEL CONDOR|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|8|1
07H00448|9 DE OCTUBRE|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|15|2
07H00450|PALMALES|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|15|2
07H00452|CABO LUIS MINACHO PADILLA|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|11|2
07H00453|RIO ARENILLAS|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|21|3
07H00455|VICENTE ANDA AGUIRRE|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|8|1
07H00457|JOSE MIGUEL ALVAREZ|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|1
07H00459|24 DE MAYO|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|24|3
07H00451|ABDON CALDERON MUÑOZ|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|215|17
07H00423|ELOY ALFARO|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|24|3
07H00425|CARLOS VELASCO DURAN|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|12|1
07H00426|REMIGIO CRESPO TORAL|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|6|1
07H00449|24 DE AGOSTO|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|9|1
07H00454|AURELIO SOLIS|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|14|1
07H00461|JHON CESAR CHERREZ|07|EL ORO|0702|ARENILLAS|070254|PALMALES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|10|1
07H00399|SOC LEONOR ROLDAN DE TINOCO|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|17|1
07H00414|MARIA PIEDAD CASTILLO DE LEVI|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|526|23
07H00421|PRIMERO DE JUNIO|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|86|5
07H00434|LAS AMERICAS|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|39|2
07H01480|EUGENIO  ESPEJO     -  EXTENSIÓN|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Popular Permanente|A Distancia|Matutina|Terrestre|273|10
07H01488|CIUDADELA LA LIBERTAD|07|EL ORO|0702|ARENILLAS|070250|ARENILLAS|07D05|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|11|1
07H00469|REPUBLICA DE ARGENTINA|07|EL ORO|0703|ATAHUALPA|070350|PACCHA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|31|4
07H00471|JUAN LEON MERA|07|EL ORO|0703|ATAHUALPA|070350|PACCHA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|106|11
07H00473|DAVID GUZMAN|07|EL ORO|0703|ATAHUALPA|070350|PACCHA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|3
07H00475|13 DE JULIO|07|EL ORO|0703|ATAHUALPA|070350|PACCHA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|171|12
07H00476|GASTON FIGUEIRA|07|EL ORO|0703|ATAHUALPA|070350|PACCHA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|5|1
07H00478|CELIA LUCIA PONTON MATAMOROS|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|24|3
07H00480|DIEZ DE AGOSTO|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|41|5
07H00481|AMAZONAS|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|11|2
07H00482|MERCEDES  MOROCHO|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|16|3
07H00485|AYAPAMBA|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|111|13
07H00488|REPUBLICA DE MEXICO|07|EL ORO|0703|ATAHUALPA|070352|CORDONCILLO|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|147|18
07H00491|BLANCA LIDIA ORDOÑEZ VASQUEZ|07|EL ORO|0703|ATAHUALPA|070352|CORDONCILLO|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|3
07H00493|ATAHUALPA|07|EL ORO|0703|ATAHUALPA|070353|MILAGRO|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|13|2
07H00494|EL ORO|07|EL ORO|0703|ATAHUALPA|070354|SAN JOSE|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|17|3
07H00495|CARLOS REYES ANDRADE|07|EL ORO|0703|ATAHUALPA|070354|SAN JOSE|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|27|4
07H00496|ODALIA  ARÁUZ|07|EL ORO|0703|ATAHUALPA|070355|SAN JUAN DE CERRO AZUL|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|20|3
07H00472|ANGEL TINOCO RUIZ|07|EL ORO|0703|ATAHUALPA|070350|PACCHA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|271|27
07H00470|SOR AMALIA URIGUEN ESPINOZA|07|EL ORO|0703|ATAHUALPA|070350|PACCHA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|3
07H01413|CENTRO CRISJAY|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|07D03|Fiscal|Popular Permanente|Presencial|Matutina y Vespertina|Terrestre|10|1
07H00483|6 DE ABRIL|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|108|7
07H00486|25 DE ABRIL|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|12|3
07H00487|REPUBLICA DE VENEZUELA|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|9|1
07H00492|GRAL. VICENTE ANDA AGUIRRE|07|EL ORO|0703|ATAHUALPA|070353|MILAGRO|07D03|Fiscal|Educación regular|Presencial|Matutina|Terrestre|9|2
07H01419|BUZA|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|07D03|Fiscal|Popular Permanente|Presencial|Vespertina y Nocturna|Terrestre|9|1
07H01420|SAN JOSE|07|EL ORO|0703|ATAHUALPA|070354|SAN JOSE|07D03|Fiscal|Popular Permanente|Presencial|Matutina y Vespertina|Terrestre|10|1
07H01421|MILAGRO|07|EL ORO|0703|ATAHUALPA|070353|MILAGRO|07D03|Fiscal|Popular Permanente|Presencial|Matutina y Vespertina|Terrestre|12|1
07H01422|TARAPAL|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|07D03|Fiscal|Popular Permanente|Presencial|Matutina y Vespertina|Terrestre|10|0
07H01433|APARTADERO|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|07D03|Fiscal|Popular Permanente|Presencial|Vespertina y Nocturna|Terrestre|14|1
07H01311|PIO JARAMILLO ALVARADO|07|EL ORO|0704|BALSAS|070450|BALSAS|07D04|Fiscal|Educación regular|Presencial|Matutina|Terrestre|11|1
07H00498|SAN FRANCISCO DE ASIS|07|EL ORO|0704|BALSAS|070450|BALSAS|07D04|Particular|Educación regular|Presencial|Matutina y Vespertina|Terrestre|239|17
07H00499|CENTRO  ARTESANAL  NAPO PASTAZA|07|EL ORO|0704|BALSAS|070450|BALSAS|07D04|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|98|7
07H00503|LUZ VICTORIA RIVERA DE MORA|07|EL ORO|0704|BALSAS|070450|BALSAS|07D04|Fiscal|Educación regular|Presencial|Matutina y Vespertina|Terrestre|616|27
07H00506|GENERAL  VICENTE ANDA AGUIRRE|07|EL ORO|0704|BALSAS|070450|BALSAS|07D04|Fiscal|Educación regular|Presencial|Matutina y Nocturna|Terrestre|858|51
07H00508|PADRE JUAN DE VELASCO|07|EL ORO|0704|BALSAS|070450|BALSAS|07D04|Fiscal|Educación regular|Presencial|Matutina|Terrestre|16|1
07H00509|PROVINCIA NAPO PASTAZA|07|EL ORO|0704|BALSAS|070450|BALSAS|07D04|Fiscal|Educación regular|Presencial|Matutina|Terrestre|339|18
07H00510|JACINTO EUSEBIO ROMERO APOLO|07|EL ORO|0704|BALSAS|070450|BALSAS|07D04|Fiscal|Educación regular|Presencial|Matutina|Terrestre|12|1
07H00512|CIUDAD DE BALSAS|07|EL ORO|0704|BALSAS|070451|BELLAMARIA|07D04|Fiscal|Educación regular|Presencial|Matutina|Terrestre|10|1
07H00513|VIRGILIO LOAYZA AÑAZCO|07|EL ORO|0704|BALSAS|070450|BALSAS|07D04|Fiscal|Educación regular|Presencial|Matutina|Terrestre|8|1
07H00515|PROFESOR LEOVIGILDO LOAYZA LOAYZA|07|EL ORO|0704|BALSAS|070451|BELLAMARIA|07D04|Fiscal|Educación regular|Presencial|Matutina|Terrestre|27|3
07H00516|RED EDUCATIVA DE BELLAMARIA|07|EL ORO|0704|BALSAS|070451|BELLAMARIA|07D04|Fiscal|Educación regular|Presencial|Matutina|Terrestre|284|19
07H01457|DUMARÍ|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|11|1
07H01308|27 DE NOVIEMBRE|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|3|1
07H00522|DR  EDMUNDO CARBO|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|27|1
07H00527|DEFENSORES DEL CENEPA|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
07H00532|VICTOR MANUEL NAGUA GUANUCHE|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
07H00536|21 DE JULIO|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|8|1
07H00549|ALFONSO OTILIO YUPANGUI NAGUA|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|11|1
07H00556|25 DE JULIO|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|17|1
07H00524|NÉSTOR ALEJANDRO CAIMINAGUA PACHECO|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
07H00543|MANUEL HORTENCIO NAGUA|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|1
07H00544|LAURO DAVILA ECHEVERRIA|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|35|2
07H01454|SHIQUIL|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|15|0
07H01455|SHIGUIL|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscomisional|Popular Permanente|Presencial|Vespertina|Terrestre|20|1
07H00533|ANGEL BALDOMERO NAGUA|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
07H00537|LEONARDO ARAUJO MENDOZA|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|20|2
07H00538|CENTRO ARTESANAL  CHILLA|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Popular Permanente|Presencial|Vespertina y Nocturna|Terrestre|15|0
07H00539|JORGE ICAZA CORONEL|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|30|4
07H00545|26 DE SEPTIEMBRE|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|5|1
07H00548|BELISARIO FAJARDO|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|29|5
07H00554|JORGE CHILES CORREA|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|10|3
07H00555|CIUDAD DE CHILLA|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|2|1
07H00557|LA INMACULADA|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|120|9
07H00558|MEDARDO ANGEL SILVA|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|10|2
07H01341|8 DE SEPTIEMBRE|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|20|1
07H00551|EMILIO  ROSALINO ASANZA ROMERO|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|1
07H00547|TERESA ARCAYA GERMAN|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|3|1
07H00553|ANGEL MARIA COJITAMBO MACAS|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|60|7
07H00550|CHILLA|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|137|16
07H01472|VICENTE  MAYA|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Popular Permanente|A Distancia|Matutina|Terrestre|87|2
07H01485|SIN NOMBRE|07|EL ORO|0705|CHILLA|070550|CHILLA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|5|1
07H00642|ZORAIDA MORA DE FRANCO|07|EL ORO|0706|EL GUABO|070652|LA IBERIA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|74|5
07H00643|CHARBEL JOSE FADUL SERRANO|07|EL ORO|0706|EL GUABO|070652|LA IBERIA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|99|10
07H00645|SERVIO SERRANO CORREA|07|EL ORO|0706|EL GUABO|070652|LA IBERIA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|130|7
07H00639|GUADALUPE FERNANDEZ DE CASTRO|07|EL ORO|0706|EL GUABO|070652|LA IBERIA|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|395|16
07H01415|JERUSALEN|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|24|1
07H00581|5 DE ABRIL|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|61|5
07H00584|JOSE MARIA MORA GONZALEZ|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Particular|Educación regular|Presencial|Matutina|Terrestre|438|20
07H00586|GENERAL MANUEL SERRANO RENDA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|835|26
07H00599|INSTITUTO  7 DE SEPTIEMBRE|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Particular|Educación regular|Presencial|Matutina|Terrestre|43|12
07H00614|JORGE ALEX SERRANO AGUILAR|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Vespertina|Terrestre|753|26
07H00616|REPUBLICA DE COSTA RICA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|25|1
07H00622|LA DOLOROSA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Particular|Popular Permanente|Presencial|Matutina|Terrestre|59|9
07H00566|VIRGEN MARIA AUXILIADORA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Particular|Educación regular|Presencial|Matutina|Terrestre|26|5
07H00569|SEGUNDO COELLO FIGUEROA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|132|8
07H00574|DR JOSE MARIA VELASCO IBARRA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|1456|56
07H00598|REPUBLICA DE FRANCIA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|118|7
07H00608|LATINOAMERICANO|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Particular|Educación regular|Presencial|Matutina|Terrestre|82|9
07H00585|VICTORIA CAÑARTE DE ORELLANA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|66|7
07H00594|JOSE LUIS MOLESTINA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|44|5
07H00596|OSCAR EFREN REYES|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina y Vespertina|Terrestre|567|20
07H00603|SAN ANTONIO DE PADUA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación Especial|Presencial|Matutina|Terrestre|49|7
07H00604|BOLIVIA  SERRANO MURILLO|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|686|26
07H00606|ESPIRITU SANTO|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Particular|Educación regular|Presencial|Matutina|Terrestre|118|13
07H00607|LUCERITO|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Particular|Educación regular|Presencial|Matutina|Terrestre|99|8
07H00609|ATI II PILLAHUAZO|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Particular|Educación regular|Presencial|Matutina y Vespertina|Terrestre|192|17
07H00610|DARWIN SERRANO CORREA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|322|13
07H00613|PROVINCIA DE  EL  ORO|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|145|10
07H00615|INSTITUTO ARTESANAL EL GUABO|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|256|12
