Código AMIE|Nombre de la Institución Educativa|Código División Política Administrativa Provincia|Provincia|Código División Política Administrativa  Cantón|Cantón|Código División Política Administrativa  Parroquia|Parroquia|Código de Distrito|Sostenimiento|Tipo de Educación|Modalidad|Jornada|Acceso (terrestre/ aéreo/fluvial)|Número de estudiantes|Número de docentes
11H01862|AGUINALDO CASTILLO|11|LOJA|1111|SARAGURO|111153|LLUZHAPA|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|17|1
11H01863|DOCTOR HUGO VIVAR FLORES|11|LOJA|1111|SARAGURO|111153|LLUZHAPA|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|14|1
11H01744|DR VICTOR VIVAR ESPINOZA|11|LOJA|1111|SARAGURO|111153|LLUZHAPA|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|26|1
11H01771|DR. LUCIANO LASSO ORTEGA|11|LOJA|1111|SARAGURO|111153|LLUZHAPA|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|31|1
11H01405|MANUEL BENIGNO CABRERA|11|LOJA|1111|SARAGURO|111153|LLUZHAPA|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|9|1
11H01406|LATACUNGA|11|LOJA|1111|SARAGURO|111153|LLUZHAPA|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|195|13
11H01407|CIUDAD DE TENA|11|LOJA|1111|SARAGURO|111153|LLUZHAPA|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|29|2
11H01447|LUIS ANTONIO MONTESINOS|11|LOJA|1111|SARAGURO|111156|SAN PABLO DE TENTA|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|25|2
11H01457|JUAN PEDRO RAMON RAMIREZ|11|LOJA|1111|SARAGURO|111158|SELVA ALEGRE|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|29|1
11H01459|FRANCISCO ARIAS|11|LOJA|1111|SARAGURO|111158|SELVA ALEGRE|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|210|10
11H01460|SAN LUIS DE CURIACU|11|LOJA|1111|SARAGURO|111158|SELVA ALEGRE|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|49|3
11H01461|JOSE ORTEGA  Y GASSET|11|LOJA|1111|SARAGURO|111158|SELVA ALEGRE|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|8|1
11H01463|MANUEL JUVENTINO MUÑOZ|11|LOJA|1111|SARAGURO|111158|SELVA ALEGRE|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|32|2
11H01464|ESCUELA CARLOS FREIRE ZALDUMBIDE|11|LOJA|1111|SARAGURO|111158|SELVA ALEGRE|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|11|1
11H01458|VICENTE BASTIDAS REINOSO|11|LOJA|1111|SARAGURO|111158|SELVA ALEGRE|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|156|11
11H01747|RIO TIGRE|11|LOJA|1111|SARAGURO|111157|SAN SEBASTIAN DE YULUC|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|1
11H01409|ROSALINO MONTAÑO ARMIJOS|11|LOJA|1111|SARAGURO|111160|SUMAYPAMBA|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|28|2
11H01415|29 DE JUNIO|11|LOJA|1111|SARAGURO|111160|SUMAYPAMBA|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|50|4
11H01475|CIUDAD DE ZUMBA|11|LOJA|1111|SARAGURO|111160|SUMAYPAMBA|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|46|3
11H01476|JUANITA COLLAHUAZO PAEZ|11|LOJA|1111|SARAGURO|111160|SUMAYPAMBA|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|36|4
11H01478|UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSIÓN PADRE ASDRUBAL ASTUDILL|11|LOJA|1111|SARAGURO|111160|SUMAYPAMBA|11D08|Fiscomisional|Popular Permanente|A Distancia|Matutina|Terrestre|70|5
11H01477|ORILLAS DEL JUBONES|11|LOJA|1111|SARAGURO|111160|SUMAYPAMBA|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|134|7
11H01424|FIDEL ANTONIO SARAGURO|11|LOJA|1111|SARAGURO|111157|SAN SEBASTIAN DE YULUC|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|19|1
11H01451|MACHALA|11|LOJA|1111|SARAGURO|111157|SAN SEBASTIAN DE YULUC|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|65|8
11H01453|LIMAPAMBA|11|LOJA|1111|SARAGURO|111157|SAN SEBASTIAN DE YULUC|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|24|2
11H01454|CIUDAD SARAGURO|11|LOJA|1111|SARAGURO|111157|SAN SEBASTIAN DE YULUC|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|91|5
11H01803|CENTRO DE FORMACION ARTESANAL FISCAL MANU|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|39|4
11H01895|MARIA ISOLINA MACAS|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|10|1
11H01920|UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSION REINA DE EL CISNE|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscomisional|Popular Permanente|A Distancia|Matutina|Terrestre|108|5
11H01772|HUALCOPO DUCHICELA|11|LOJA|1111|SARAGURO|111160|SUMAYPAMBA|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|22|1
11H01748|MANUEL JARAMILLO TINOCO|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|5|1
11H01408|FAUSTO GODOFREDO PACHAR LAZO|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|22|2
11H01411|ANGEL JUVENAL SERRANO MORENO|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
11H01412|MERCEDES GONZALEZ DE MOSCOSO|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|48|5
11H01413|RIO MARAÑON|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|81|4
11H01418|PROF. WILSON PALACIO SALCEDO|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|37|3
11H01419|NUVE DEL CARMEN JUMBO SARANGO|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|10|1
11H01420|GENERAL PLAZA|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|20|1
11H01421|DARIO CISNEROS|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|15|2
11H01422|DR. JOSE MARIA MONTESINOS VIVAR|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|2
11H01423|AGUSTIN CELI|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|29|2
11H01425|GRAL. JOSE DE VILLAMIL|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|16|2
11H01426|NATAL ORELLANA|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|110|9
11H01427|CIUDAD DE SANTA MARIA DE LEIVA|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|23|1
11H01417|COLEGIO TECNICO AGROPECUARIO MANU|11|LOJA|1111|SARAGURO|111154|MANU|11D08|Fiscal|Educación regular|Presencial|Matutina|Terrestre|167|15
11H00556|MAXIMILIANO WITT|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|34|3
11H00557|MARCO AURELIO SUBÍA MARTINEZ|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|19|2
11H00558|UNIDAD EDUCATIVA A DISTANCIA DE LOJA  EXTENSIÓN CHINCHANGA|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D06|Fiscomisional|Popular Permanente|A Distancia|Matutina|Terrestre|43|6
11H00560|DR. ERNESTO ALBAN GOMEZ|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|28|2
11H00562|IGNACIO DE VEINTIMILLA|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|25|2
11H00566|CENTINELA DEL SUR|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|9|1
11H00573|LIC JOSÉ VICENTE MASACHE CUEVA|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|29|1
11H01823|EL PORVENIR|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|No Escolarizado|Presencial|Vespertina|Terrestre|0|1
11H01825|NUEVA ESPERANZA|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|No Escolarizado|Presencial|Matutina y Vespertina|Terrestre|0|0
11H01828|EDUCAR PARA EL FUTURO|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|No Escolarizado|Presencial|Vespertina|Terrestre|0|1
11H01830|ESTRELLAS DEL FUTURO|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|No Escolarizado|Presencial|Matutina|Terrestre|0|1
11H01758|REINA DEL CARMEN|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|No Escolarizado|Presencial|Vespertina|Terrestre|0|1
11H01866|EDUCAR PARA EL FUTURO|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|No Escolarizado|Presencial|Vespertina|Terrestre|0|1
11H01875|LIC GONZALO VASQUEZ SAMANIEGO|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|No Escolarizado|Presencial|Vespertina|Terrestre|0|1
11H01110|ABEL CELI|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|26|2
11H01494|VIRGINIA LUDEÑA ESCUDERO|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|23|4
11H01497|JOSE VICENTE TRUJILLO|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|9|2
11H01498|LUIS EMILIANO FLORES LUZURIAGA|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|1
11H01499|6 DE DICIEMBRE|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|21|2
11H01500|CENTRO ARTESANAL EDUARDO ANDRADE JARAMILLO|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|16|2
11H01504|HERMINIA SOTO CELI DE ARIAS|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|15|2
11H01479|QUIJOS|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|6|1
11H01480|FRANCISCO HERBOLARIO SOLANO|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|2
11H01482|HERNANDO DE MAGALLANES|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|6|1
11H01483|ANGELA LUZURIAGA|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|12|1
11H01484|ZOILO RODRIGUEZ|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|41|8
11H01485|ERNESTO PINTO CASTILLO|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|22|4
11H01486|SEBASTIAN VALDIVIEZO|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|10|1
11H01487|EGDA MARIA GUERRERO LEON|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|11|2
11H01488|GONZALO PAZ|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
11H01490|DOLORES CELI|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|63|10
11H01491|LEOPOLDO SAMANIEGO|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|15|2
11H01492|ISAURO JARAMILLO MORA|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|1
11H01493|AGUSTIN MOSQUERA CRESPO|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|2
11H01495|18 DE NOVIEMBRE|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina y Nocturna|Terrestre|212|24
11H01808|HECTOR FAUSTINO JARAMILLO VALDIVIESO|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|10|1
11H01874|CENTRO OCUPACIONAL DE MANUALIDADES DIVINO NIÑO|11|LOJA|1112|SOZORANGA|111251|NUEVA FATIMA|11D07|Fiscal|No Escolarizado|Presencial|Vespertina|Terrestre|0|1
11H01501|HERMANO MIGUEL|11|LOJA|1112|SOZORANGA|111251|NUEVA FATIMA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|27|3
11H01505|JOSE MARIA RIOFRIO VALDIVIEZO|11|LOJA|1112|SOZORANGA|111251|NUEVA FATIMA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|100|8
11H01506|MANUEL SAMANIEGO PEÑA|11|LOJA|1112|SOZORANGA|111251|NUEVA FATIMA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|13|2
11H01507|CIUDAD DE BAÑOS|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|9|1
11H01508|TRES DE MAYO|11|LOJA|1112|SOZORANGA|111251|NUEVA FATIMA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|12|1
11H01509|20 DE DICIEMBRE|11|LOJA|1112|SOZORANGA|111251|NUEVA FATIMA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|15|3
11H01510|BARTOLOME RUIZ|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|22|2
11H01511|ALBERTO MENA HIDALGO|11|LOJA|1112|SOZORANGA|111251|NUEVA FATIMA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|21|2
11H01512|PADRE RICARDO FERNANDEZ GUAMAN|11|LOJA|1112|SOZORANGA|111251|NUEVA FATIMA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
11H01481|SEGUNDO CORONEL SOTO|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|20|1
11H01503|ESMERALDAS|11|LOJA|1112|SOZORANGA|111251|NUEVA FATIMA|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|43|6
11H01765|NUEVO PORVENIR|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|No Escolarizado|Presencial|Vespertina|Terrestre|0|1
11H01513|DR. OTTO AROSEMENA GOMEZ|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|20|4
11H01514|ESCUELA BENIGNO MALO|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|11|2
11H01515|FLODUARDO LEON ALBAN|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|30|2
11H01517|DR. ANTONIO TRUJILLO|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|6|2
11H01518|SALUSTINO MEDARDO VIÑAN|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|8|1
11H01519|EMILIANO ORTEGA ESPINOZA|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|13|4
11H01520|26 DE SEPTIEMBRE|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|9|2
11H01521|LUIS FELIPE VILLAMIL|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|1|1
11H01523|PERPETUO SOCORRO|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|11|3
11H01524|VIRGILIO ABARCA|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|62|9
11H01525|ALTAR|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|10|2
11H01526|3 DE OCTUBRE|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|13|1
11H01527|LCDO AUGUSTO IZQUIERDO|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|10|2
11H01528|GEOFRE  ABDON  LUZURIAGA|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|32|5
11H01529|MANUEL AGUSTIN AGUIRRE|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|77|11
11H01530|DR. MIGUEL ANGEL AGUIRRE SANCHEZ|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|10|1
11H01531|VICTOR MIGUEL VASQUEZ FLORES|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|6|1
11H01532|MATIAS ESPINOSA AYALA|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|2
11H01534|LUIS CARPIO MORA|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|11|2
11H01535|VILLONACO|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|3|1
11H01536|ANTONIO JOSE DE SUCRE|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|1
11H01537|JUAN FRANCISCO PINZON|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|33|3
11H01538|LIC. NELSON GARCIA S|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|14|1
11H01539|CAYO MELITÓN CASTILLO SOLANO|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|19|1
11H01540|LIC GONZALO A VASQUEZ S|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|6|2
11H01533|COLEGIO TECNICO FORESTAL DR ZOILO RODRIGUEZ|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|Educación regular|Presencial|Matutina|Terrestre|93|12
11H01886|JESUS DEL  GRAN PODER|11|LOJA|1112|SOZORANGA|111252|TACAMOROS|11D07|Fiscal|No Escolarizado|Presencial|Matutina|Terrestre|0|0
11H01922|REINA DEL CISNE|11|LOJA|1112|SOZORANGA|111250|SOZORANGA|11D07|Fiscal|Popular Permanente|Presencial|Matutina y Vespertina|Terrestre|23|1
11H01541|DAVID VICENTE NAULA|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|3|1
11H01545|JOSE FELIX DE VALDIVIESO|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|31|3
11H01546|ESCUELA FISCAL MIXTA GENERAL  MARIANO VALDIVIESO|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|24|3
11H01547|ZOILA LUZ GONZALES|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|8|1
11H01548|CENTRO DE FORMACION ARTESANAL JOSE ANTONIO CAMPOS|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Popular Permanente|Presencial|Vespertina y Nocturna|Terrestre|164|11
11H01549|HECTOR MANUEL ROJAS|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|13|1
11H01550|MACAS|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|13|1
11H01551|JOSE ANTONIO CAMPOS|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|330|17
11H01553|MAYAYCU|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|1
11H01554|DARIO GUEVARA|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|8|1
11H01555|REINA MATERNAL DE LA FRONTERA|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscomisional|Educación regular|Presencial|Matutina|Terrestre|219|11
11H01556|UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXT  PADRE FRANCO AGUIRRE|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscomisional|Popular Permanente|A Distancia|Matutina|Terrestre|147|9
11H01557|AMAZONAS|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|13|2
11H01560|RED EDUCATIVA CEIBA CHICA|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|180|15
11H01562|ESCUELA ESPARTA|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|6|1
11H01566|CAPITAN PEDRO BOUGUER|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|1
11H01542|COLEGIO NACIONAL ZAPOTILLO|11|LOJA|1113|ZAPOTILLO|111350|ZAPOTILLO|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|302|22
11H01791|SARGENTO ALBERTO PERDOMO |11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|1
11H01597|VIRGEN FRONTERIZA|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|2
11H01603|PIO DE VALDIVIESO|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|14|1
11H01604|ARTURO CORDOVA GRANDA|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|25|1
11H01605|SGTO ANGEL DAVILA CHAMBA|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|12|1
11H01606|ESCUELA CIUDAD DE CARIAMANGA|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|9|1
11H01608|ESCUELA SOLDADO FRANCISCO A. CORONEL|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|93|6
11H01609|CARACAS|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|21|2
11H01610|ALBERT EINSTEIN|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|36|1
11H01611|JOSE BALDOR|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|15|2
11H01614|RIO GUAYLLABAMBA|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
11H01615|ESCUELA PINTAC|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|45|4
11H01616|ESCUELA ABDON ARMAS|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|19|1
11H01618|JOSE MIGUEL VALENCIA|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|3|1
11H01619|LUIS FELIPE  BORJA|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|103|8
11H01620|23 DE ENERO|11|LOJA|1113|ZAPOTILLO|111354|PALETILLAS|11D09|Fiscal|Educación regular|Presencial|Matutina|Terrestre|11|1
